1	1	23	22	0
2	1	23	29	0
3	1	45	44	0
4	1	23	62	0
5	1	45	68	0
6	1	23	72	0
7	1	45	77	0
8	1	45	89	0
9	1	45	114	0
10	1	45	187	0
11	1	195	194	0
12	1	195	197	0
13	1	45	207	0
14	1	45	208	0
15	1	45	209	0
16	1	45	210	0
17	1	45	211	0
18	1	45	212	0
19	1	45	219	0
20	1	45	220	0
21	1	45	221	0
22	1	45	222	0
23	1	45	223	0
24	1	45	224	0
25	1	23	228	0
26	1	195	238	0
27	1	195	250	0
28	1	195	252	0
29	1	195	254	0
30	1	195	255	0
31	1	23	279	0
32	1	23	283	0
33	1	23	286	0
34	1	23	288	0
35	1	23	291	0
36	1	23	294	0
37	1	23	295	0
38	1	45	313	0
39	1	23	384	0
40	1	23	386	0
41	1	23	387	0
42	1	23	391	0
43	1	195	513	0
44	1	45	754	0
45	1	45	768	0
46	1	23	773	0
47	1	23	776	0
48	1	23	789	0
49	1	45	793	0
50	1	23	797	0
51	1	195	799	0
52	1	45	826	0
53	1	45	835	0
54	1	23	848	0
55	1	23	857	0
56	1	23	869	0
57	1	23	871	0
58	1	23	876	0
59	1	23	879	0
60	1	23	884	0
61	1	23	886	0
62	1	23	895	0
63	1	23	897	0
64	1	23	898	0
65	1	23	901	0
66	1	23	904	0
67	1	195	944	0
68	1	195	946	0
69	1	195	947	0
70	1	195	948	0
71	1	195	949	0
72	1	195	951	0
73	1	195	952	0
74	1	195	953	0
75	1	195	981	0
76	1	195	983	0
77	1	195	984	0
78	1	195	985	0
79	1	45	1012	0
80	1	45	2581	0
81	1	195	2583	0
82	1	23	2590	0
83	1	23	2593	0
84	1	23	2594	0
85	1	23	2595	0
86	1	23	2602	0
87	1	23	2624	0
88	1	23	2635	0
89	1	23	2636	0
90	1	23	2637	0
91	1	23	2639	0
92	1	23	2645	0
93	1	23	2647	0
94	1	23	2651	0
95	1	23	2652	0
96	1	23	2658	0
97	1	23	2660	0
98	1	23	2662	0
99	1	23	2663	0
100	1	23	2667	0
101	1	23	2670	0
102	1	23	2673	0
103	1	23	2675	0
104	1	23	2678	0
105	1	23	2680	0
106	1	23	2682	0
107	1	23	2683	0
108	1	23	2687	0
109	1	23	2689	0
110	1	23	2691	0
111	1	23	2692	0
112	1	23	2694	0
113	1	23	2696	0
114	1	23	2698	0
115	1	23	2700	0
116	1	23	2702	0
117	1	23	2704	0
118	1	23	2706	0
119	1	23	2708	0
120	1	23	2710	0
121	1	23	2712	0
122	1	23	2715	0
123	1	23	2716	0
124	1	23	2717	0
125	1	23	2718	0
126	1	23	2719	0
127	1	23	2720	0
128	1	23	2721	0
129	1	23	2722	0
130	1	23	2724	0
131	1	23	2726	0
132	1	23	2727	0
133	1	23	2728	0
134	1	23	2729	0
135	1	23	2730	0
136	1	23	2731	0
137	1	23	2732	0
138	1	23	2733	0
139	1	23	2735	0
140	1	23	2737	0
141	1	23	2803	0
142	1	23	2806	0
143	1	23	2807	0
144	1	23	2808	0
145	1	23	2827	0
146	1	23	2828	0
147	1	23	2831	0
148	1	23	2832	0
149	1	23	2833	0
150	1	23	2835	0
151	1	23	2836	0
152	1	23	2838	0
153	1	23	2843	0
154	1	23	2872	0
155	1	23	2873	0
156	1	23	2875	0
157	1	23	2906	0
158	1	23	2908	0
159	1	23	2911	0
160	1	23	2950	0
161	1	23	3069	0
162	1	23	3073	0
163	1	23	3080	0
164	1	23	3082	0
165	1	23	3085	0
166	1	23	3086	0
167	1	23	3087	0
168	1	23	3089	0
169	1	23	3090	0
170	1	23	3091	0
171	1	23	3092	0
172	1	23	3094	0
173	1	23	3095	0
174	1	23	3096	0
175	1	23	3097	0
176	1	23	3098	0
177	1	23	3099	0
178	1	23	3101	0
179	1	23	3103	0
180	1	23	3104	0
181	1	23	3105	0
182	1	23	3106	0
183	1	23	3107	0
184	1	23	3108	0
185	1	23	3109	0
186	1	23	3110	0
187	1	23	3111	0
188	1	23	3112	0
189	1	23	3113	0
190	1	23	3114	0
191	1	23	3116	0
192	1	23	3117	0
193	1	23	3120	0
194	1	23	3121	0
195	1	23	3122	0
196	1	23	3123	0
197	1	23	3124	0
198	1	23	3128	0
199	1	23	3129	0
200	1	23	3130	0
201	1	23	3131	0
202	1	23	3132	0
203	1	23	3133	0
204	1	23	3134	0
205	1	23	3135	0
206	1	23	3136	0
207	1	23	3138	0
208	1	23	3139	0
209	1	23	3141	0
210	1	23	3142	0
211	1	23	3144	0
212	1	23	3145	0
213	1	23	3146	0
214	1	23	3147	0
215	1	23	3148	0
216	1	23	3151	0
217	1	23	3152	0
218	1	23	3153	0
219	1	23	3154	0
220	1	23	3155	0
221	1	23	3156	0
222	1	23	3157	0
223	1	23	3158	0
224	1	23	3160	0
225	1	23	3161	0
226	1	23	3162	0
227	1	23	3163	0
228	1	23	3165	0
229	1	23	3166	0
230	1	23	3167	0
231	1	23	3168	0
232	1	23	3169	0
233	1	23	3170	0
234	1	23	3171	0
235	1	23	3172	0
236	1	23	3173	0
237	1	23	3174	0
238	1	23	3175	0
239	1	23	3176	0
240	1	23	3177	0
241	1	23	3178	0
242	1	23	3179	0
243	1	23	3181	0
244	1	23	3183	0
245	1	23	3207	0
246	1	23	3212	0
247	1	23	3260	0
248	1	23	3271	0
249	1	23	3310	0
250	1	23	3312	0
251	1	23	3320	0
252	1	23	3321	0
253	1	23	3323	0
254	1	23	3461	0
255	1	23	3485	0
256	1	23	3487	0
257	1	23	3489	0
258	1	23	3491	0
259	1	23	3492	0
260	1	23	3541	0
261	1	23	3542	0
262	1	23	3543	0
263	1	23	3573	0
264	1	23	3636	0
265	1	23	3715	0
266	1	23	3735	0
267	1	23	3736	0
268	1	23	3740	0
269	1	23	3744	0
270	1	23	3770	0
271	1	23	3772	0
272	1	23	3775	0
273	1	23	3819	0
274	1	23	3855	0
275	1	23	3857	0
276	1	23	3861	0
277	1	23	3864	0
278	1	23	3867	0
279	1	23	3876	0
280	1	23	3878	0
281	1	23	3880	0
282	1	23	3885	0
283	1	23	3887	0
284	1	23	3888	0
285	1	23	3894	0
286	1	23	3900	0
287	1	23	3904	0
288	1	23	3909	0
289	1	23	3910	0
290	1	23	3917	0
291	1	23	3919	0
292	1	23	3921	0
293	1	23	3924	0
294	1	23	3928	0
295	1	23	3953	0
296	1	23	3955	0
297	1	23	3957	0
298	1	23	4002	0
299	1	23	4005	0
300	1	23	4027	0
301	1	23	4031	0
302	1	23	4032	0
303	1	23	4033	0
304	1	23	4038	0
305	1	23	4040	0
306	1	23	4041	0
307	1	23	4042	0
308	1	23	4043	0
309	1	23	4044	0
310	1	23	4045	0
311	1	23	4046	0
312	1	23	4051	0
313	1	23	4053	0
314	1	23	4054	0
315	1	23	4055	0
316	1	23	4056	0
317	1	23	4057	0
318	1	23	4058	0
319	1	23	4059	0
320	1	23	4060	0
321	1	23	4083	0
322	1	23	4084	0
323	1	23	4109	0
324	1	23	4122	0
325	1	23	4130	0
326	1	23	4137	0
327	1	23	4140	0
328	1	23	4141	0
329	1	23	4142	0
330	1	23	4143	0
331	1	23	4181	0
332	1	23	4184	0
333	1	23	4185	0
334	1	23	4191	0
335	1	23	4193	0
336	1	23	4214	0
337	1	23	4220	0
338	1	23	4222	0
339	1	23	4223	0
340	1	23	4228	0
341	1	23	4235	0
342	1	23	4236	0
343	1	23	4245	0
344	1	23	4249	0
345	1	23	4252	0
346	1	23	4255	0
347	1	23	4266	0
348	1	23	4267	0
349	1	23	4269	0
350	1	23	4271	0
351	1	23	4276	0
352	1	23	4286	0
353	1	23	4289	0
354	1	23	4290	0
355	1	23	4291	0
356	1	23	4292	0
357	1	23	4293	0
358	1	195	4294	0
359	1	195	4295	0
360	1	195	4296	0
361	1	23	4297	0
362	1	195	4299	0
363	1	195	4300	0
364	1	23	4301	0
365	1	195	4303	0
366	1	195	4304	0
367	1	23	4305	0
368	1	23	4307	0
369	1	195	4309	0
370	1	195	4310	0
371	1	195	4311	0
372	1	195	4312	0
373	1	195	4317	0
374	1	195	4339	0
375	1	195	4349	0
376	1	195	4354	0
377	1	195	4362	0
378	1	195	4377	0
379	1	195	4380	0
380	1	195	4381	0
381	1	195	4382	0
382	1	195	4383	0
383	1	195	4384	0
384	1	195	4385	0
385	1	195	4392	0
386	1	195	4402	0
387	1	195	4425	0
388	1	195	4426	0
389	1	195	4428	0
390	1	195	4436	0
391	1	195	4437	0
392	1	195	4438	0
393	1	195	4439	0
394	1	195	4440	0
395	1	195	4458	0
396	1	195	4459	0
397	1	195	4460	0
398	1	195	4475	0
399	1	195	4497	0
400	1	195	4516	0
401	1	195	4519	0
402	1	195	4523	0
403	1	195	4526	0
404	1	195	4529	0
405	1	195	4530	0
406	1	195	4532	0
407	1	195	4533	0
408	1	195	4534	0
409	1	195	4541	0
410	1	195	4557	0
411	1	195	4591	0
412	1	195	4608	0
413	1	195	4610	0
414	1	195	4612	0
415	1	195	4638	0
416	1	195	4642	0
417	1	195	4650	0
418	1	195	4658	0
419	1	195	4671	0
420	1	195	4672	0
421	1	195	4673	0
422	1	45	4784	0
423	1	45	4793	0
424	1	45	4811	0
425	1	45	4821	0
426	1	45	4823	0
427	1	45	4826	0
428	1	45	4828	0
429	1	45	4830	0
430	1	45	4831	0
431	1	45	4833	0
432	1	45	4834	0
433	1	45	4836	0
434	1	45	4839	0
435	1	45	4845	0
436	1	45	4857	0
437	1	45	4860	0
438	1	45	4863	0
439	1	45	4868	0
440	1	45	4902	0
441	1	45	4904	0
442	1	45	4911	0
443	1	45	4929	0
444	1	45	4952	0
445	1	45	4956	0
446	1	45	4959	0
447	1	45	4963	0
448	1	45	4986	0
449	1	45	4997	0
450	1	45	4998	0
451	1	45	5005	0
452	1	45	5025	0
453	1	45	5026	0
454	1	45	5027	0
455	1	45	5028	0
456	1	45	5029	0
457	1	45	5034	0
458	1	45	5037	0
459	1	45	5038	0
460	1	45	5066	0
461	1	45	5067	0
462	1	45	5068	0
463	1	45	5070	0
464	1	45	5073	0
465	1	45	5082	0
466	1	45	5128	0
467	1	45	5129	0
468	1	45	5138	0
469	1	45	5139	0
470	1	45	5141	0
471	1	45	5146	0
472	1	45	5161	0
473	1	45	5164	0
474	1	45	5173	0
475	1	45	5180	0
476	1	45	5182	0
477	1	45	5184	0
478	1	45	5191	0
479	1	45	5195	0
480	1	45	5299	0
481	1	45	5307	0
482	1	45	5309	0
483	1	45	5376	0
484	1	45	5395	0
485	1	45	5408	0
486	1	45	5429	0
487	1	45	5435	0
488	1	45	5443	0
489	1	45	5472	0
490	1	45	5473	0
491	1	45	5474	0
492	1	45	5476	0
493	1	45	5486	0
494	1	45	5492	0
495	1	45	5502	0
496	1	45	5507	0
497	1	45	5511	0
498	1	45	5518	0
499	1	45	5527	0
500	1	45	5529	0
501	1	45	5559	0
502	1	45	5564	0
503	1	45	5574	0
504	1	45	5580	0
505	1	45	5585	0
506	1	45	5587	0
507	1	45	5608	0
508	1	45	5612	0
509	1	45	5627	0
510	1	45	5643	0
511	1	45	5645	0
512	1	45	5658	0
513	1	45	5660	0
514	1	45	5668	0
515	1	45	5698	0
516	1	45	5729	0
517	1	45	5732	0
518	1	45	5750	0
519	1	45	5759	0
520	1	45	5767	0
521	1	45	5768	0
522	1	45	5770	0
523	1	45	5792	0
524	1	45	5793	0
525	1	45	5808	0
526	1	45	5817	0
527	1	45	5839	0
528	1	45	5841	0
529	1	45	5865	0
530	1	45	5870	0
531	1	45	5871	0
532	1	45	5872	0
533	1	45	5873	0
534	1	45	5874	0
535	1	45	5875	0
536	1	45	5876	0
537	1	45	5878	0
538	1	45	5879	0
539	1	45	5880	0
540	1	45	5881	0
541	1	45	5882	0
542	1	45	5885	0
543	1	45	5906	0
544	1	45	5957	0
545	1	45	5958	0
546	1	45	5966	0
547	1	45	5976	0
548	1	45	6021	0
549	1	45	6027	0
550	1	45	6088	0
551	1	45	6131	0
552	1	45	6167	0
553	1	45	6168	0
554	1	45	6187	0
555	1	45	6189	0
556	1	45	6190	0
557	1	45	6191	0
558	1	45	6192	0
559	1	45	6194	0
560	1	45	6196	0
561	1	45	6198	0
562	1	45	6200	0
563	1	45	6201	0
564	1	45	6209	0
565	1	45	6226	0
566	1	45	6247	0
567	1	23	6261	0
568	1	195	6265	0
569	1	23	6271	0
570	1	23	6276	0
571	1	23	6277	0
572	1	23	6284	0
573	1	23	6303	0
574	1	23	6304	0
575	1	45	6306	0
576	1	195	6314	0
577	1	23	6329	0
578	1	23	6336	0
579	1	23	6338	0
580	1	45	6345	0
581	1	23	6359	0
582	1	23	6381	0
583	1	23	6384	0
584	1	23	6385	0
585	1	23	6387	0
586	1	23	6388	0
587	1	23	6395	0
588	1	23	6402	0
589	1	45	6408	0
590	1	45	6414	0
591	1	45	6416	0
592	1	45	6418	0
593	1	45	6420	0
594	1	45	6422	0
595	1	45	6424	0
596	1	45	6426	0
597	1	23	6439	0
598	1	23	6444	0
599	1	23	6452	0
600	1	45	6475	0
601	1	23	6478	0
602	1	23	6479	0
603	1	23	6481	0
604	1	23	6486	0
605	1	23	6492	0
606	1	195	6493	0
607	1	23	6495	0
608	1	23	6497	0
609	1	45	6508	0
610	1	195	6549	0
611	1	23	6564	0
612	1	23	6567	0
613	1	23	6579	0
614	1	45	6583	0
615	1	45	6585	0
616	1	23	6593	0
617	1	23	6594	0
618	1	23	6610	0
619	1	195	6611	0
620	1	45	6612	0
621	1	23	6658	0
622	1	23	6669	0
623	1	23	6671	0
624	1	23	6674	0
625	1	23	6676	0
626	1	23	6687	0
627	1	23	6688	0
628	1	23	6697	0
629	1	23	6699	0
630	1	23	6706	0
631	1	23	6719	0
632	1	23	6723	0
633	1	23	6729	0
634	1	23	6732	0
635	1	23	6761	0
636	1	23	6762	0
637	1	23	6765	0
638	1	45	6777	0
639	1	23	6778	0
640	1	23	6779	0
641	1	23	6780	0
642	1	23	6781	0
643	1	23	6783	0
644	1	23	6795	0
645	1	23	6799	0
646	1	23	6802	0
647	1	23	6804	0
648	1	23	6805	0
649	1	23	6806	0
650	1	23	6808	0
651	1	23	6810	0
652	1	23	6812	0
653	1	23	6813	0
654	1	23	6831	0
655	1	23	6844	0
656	1	23	6860	0
657	1	23	6866	0
658	1	23	6872	0
659	1	23	6928	0
660	1	23	6936	0
661	1	23	6941	0
662	1	23	6964	0
663	1	23	6983	0
664	1	23	7034	0
665	1	23	7058	0
666	1	23	7060	0
667	1	23	7062	0
668	1	23	7141	0
669	1	23	7154	0
670	1	23	7155	0
671	1	23	7157	0
672	1	23	7160	0
673	1	23	7165	0
674	1	23	7182	0
675	1	23	7185	0
676	1	23	7188	0
677	1	23	7198	0
678	1	23	7199	0
679	1	23	7210	0
680	1	23	7211	0
681	1	23	7212	0
682	1	23	7213	0
683	1	23	7233	0
684	1	23	7259	0
685	1	195	7478	0
686	1	195	7480	0
687	1	45	7508	0
688	1	195	7529	0
689	1	195	7545	0
690	1	195	7546	0
691	1	195	7550	0
692	1	195	7561	0
693	1	23	7571	0
694	1	23	7582	0
695	1	45	7595	0
696	1	45	7600	0
697	1	45	7607	0
698	1	195	7613	0
699	1	23	7651	0
700	1	23	7652	0
701	1	23	7659	0
702	1	23	7660	0
703	1	23	7661	0
704	1	23	7662	0
705	1	23	7663	0
706	1	23	7664	0
707	1	23	7665	0
708	1	23	7666	0
709	1	23	7667	0
710	1	23	7668	0
711	1	23	7669	0
712	1	23	7670	0
713	1	23	7671	0
714	1	23	7672	0
715	1	23	7673	0
716	1	23	7674	0
717	1	23	7675	0
718	1	23	7676	0
719	1	23	7677	0
720	1	23	7678	0
721	1	23	7679	0
722	1	23	7680	0
723	1	23	7681	0
724	1	23	7682	0
725	1	23	7683	0
726	1	23	7684	0
727	1	23	7686	0
728	1	23	7688	0
729	1	23	7689	0
730	1	23	7690	0
731	1	23	7691	0
732	1	23	7692	0
733	1	23	7693	0
734	1	23	7694	0
735	1	23	7695	0
736	1	23	7697	0
737	1	23	7698	0
738	1	23	7699	0
739	1	23	7700	0
740	1	195	7702	0
741	1	195	7776	0
742	1	45	7785	0
743	1	45	7789	0
744	1	45	7806	0
745	1	45	7810	0
746	1	45	7812	0
747	1	45	7822	0
748	1	45	7823	0
749	1	45	7825	0
750	1	45	7967	0
751	1	195	8021	0
752	1	45	8027	0
753	1	45	8040	0
754	1	45	8051	0
755	1	45	8054	0
756	1	45	8056	0
757	1	45	8098	0
758	1	45	8112	0
759	1	23	8113	0
760	1	23	8157	0
761	1	23	8159	0
762	1	23	8160	0
763	1	45	8312	0
764	1	45	8314	0
765	1	45	8326	0
766	1	45	8331	0
767	1	45	8369	0
768	1	45	8371	0
769	1	23	8490	0
770	1	23	8708	0
771	1	23	8711	0
772	1	23	8717	0
773	1	23	8719	0
774	1	45	9096	0
775	1	23	9415	0
776	1	23	9416	0
777	1	23	9418	0
778	1	23	9419	0
779	1	23	9420	0
780	1	23	9421	0
